,Common Name,Order,Family,Genus,Binomial,Pri Head Col,Sec Head Col,Head Pattern,Num Head Cols,Chest Bib,Sec Body Col,Rump Patch,Pri Rump Col,Pri Tail Col,Sec Tail Col,Tail Pattern,Num Tail Cols,Countershaded,Activity Cycle,Social Group Size,Dimorphism Magnitude,Mating System,Species Overlap,Head Dichromatism,Body Dichromatism
2344,Cloud Forest Rice Rat,Rodentia,Cricetidae,Handleyomys,Handleyomys saturatior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
2345,Allen's Woodrat,Rodentia,Cricetidae,Hodomys,Hodomys alleni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
2346,Web-Footed Marsh Rat,Rodentia,Cricetidae,Holochilus,Holochilus brasiliensis,G3,F5,1,3,0,A1,2,A1,C4,NA,0,1,"1, 2",1,1,0,NA,0,0,0
2347,Chaco Marsh Rat,Rodentia,Cricetidae,Holochilus,Holochilus chacarius,G2,F5,1,3,0,A1,0,G2,C4,NA,0,1,"1, 3",1,1,0,NA,0,0,0
2348,Lagiglia's Marsh Rat,Rodentia,Cricetidae,Holochilus,Holochilus lagigliai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
2349,Amazonian Marsh Rat,Rodentia,Cricetidae,Holochilus,Holochilus sciureus,F5,G2,1,3,0,F5,2,A1,C4,NA,0,1,1,1,NA,0,NA,0,0,0
2350,Bolivian Rice Rat,Rodentia,Cricetidae,Hylaeamys,Hylaeamys acritus,E2,D2,3,3,0,E2,0,E3,C4,NA,0,1,3,NA,NA,NA,NA,1,0,0
2351,Atlantic Forest Rice Rat,Rodentia,Cricetidae,Hylaeamys,Hylaeamys laticeps,E2,F5,3,3,0,F5,3,F4,E4,NA,0,1,"1, 3",NA,NA,0,NA,0,0,0
2352,Azara's Rice Rat,Rodentia,Cricetidae,Hylaeamys,Hylaeamys megacephalus,D2,D1,3,3,0,E2,0,E3,E2,1,2,2,"1, 3",1,1,0,NA,1,0,0
2353,Sowbug Rice Rat,Rodentia,Cricetidae,Hylaeamys,Hylaeamys oniscus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
2354,Western Amazonian Rice Rat,Rodentia,Cricetidae,Hylaeamys,Hylaeamys perenensis,F2,A1,1,2,0,F4,0,F4,E4,1,2,2,"1, 3",1,1,0,NA,1,0,0
2355,Tate's Rice Rat,Rodentia,Cricetidae,Hylaeamys,Hylaeamys tatei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0
2356,Yungas Rice Rat,Rodentia,Cricetidae,Hylaeamys,Hylaeamys yunganus,F4,A1,1,3,0,F3,2,A1,E4,C4,2,2,"1, 3",1,NA,0,NA,1,0,0
2357,Burrowing Vole,Rodentia,Cricetidae,Hyperacrius,Hyperacrius fertilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,1,0,0
2358,Murree Vole,Rodentia,Cricetidae,Hyperacrius,Hyperacrius wynnei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,1,0,0
2359,Common Crab-Eating Rat,Rodentia,Cricetidae,Ichthyomys,Ichthyomys hydrobates,E4,D1,1,2,0,D1,0,E4,E4,NA,0,1,2,4,1,0,NA,0,0,0
2360,Pittier's Crab-Eating Rat,Rodentia,Cricetidae,Ichthyomys,Ichthyomys pittieri,D4,A1,1,2,0,A1,0,D4,E5,NA,0,1,3,1,NA,0,NA,0,0,0
2361,Stolzmann's Crab-Eating Rat,Rodentia,Cricetidae,Ichthyomys,Ichthyomys stolzmanni,E4,A1,1,2,0,A1,0,E4,E4,E1,1,2,3,4,1,0,NA,0,0,0
2362,Tweedy's Crab-Eating Rat,Rodentia,Cricetidae,Ichthyomys,Ichthyomys tweedii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,NA,0,0,0
2363,Chilean Climbing Mouse,Rodentia,Cricetidae,Irenomys,Irenomys tarsalis,F4,A1,1,2,0,F4,0,F2,E4,NA,0,1,"1, 3",1,1,0,NA,0,0,0
2364,Yellow Isthmus Rat,Rodentia,Cricetidae,Isthmomys,Isthmomys flavidus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
2365,Mt. Pirri Isthmus Rat,Rodentia,Cricetidae,Isthmomys,Isthmomys pirrensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
2366,Delicate Red-Nosed Tree Mouse,Rodentia,Cricetidae,Juliomys,Juliomys ossitenuis,F2,A1,1,2,0,A1,3,F3,1,NA,0,1,3,1,NA,0,NA,1,0,0
2367,Small Red-Nosed Tree Mouse,Rodentia,Cricetidae,Juliomys,Juliomys pictipes,F2,A1,3,3,0,A1,3,F3,E2,NA,0,1,3,1,NA,0,NA,1,0,0
2368,Montane Red-Nosed Tree Mouse,Rodentia,Cricetidae,Juliomys,Juliomys rimofrons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2369,Rio Guaporé Burrowing Mouse,Rodentia,Cricetidae,Juscelinomys,Juscelinomys guaporensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2370,Huanchaca Burrowing Mouse,Rodentia,Cricetidae,Juscelinomys,Juscelinomys huanchacae,F3,E3,1,2,0,F3,2,F3,C4,NA,0,1,0,NA,NA,0,NA,0,0,0
2371,Fossorial Giant Rat,Rodentia,Cricetidae,Kunsia,Kunsia fronto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
2372,Woolly Giant Rat,Rodentia,Cricetidae,Kunsia,Kunsia tomentosus,B5,NA,0,1,0,NA,0,B5,C5,NA,0,1,0,4,NA,0,NA,0,0,0
2373,Steppe Lemming,Rodentia,Cricetidae,Lagurus,Lagurus lagurus,D1,A1,3,4,0,D1,2,A1,D1,A1,1,2,2,4,3,NA,1,0,0,0
2374,Brandt's Vole,Rodentia,Cricetidae,Lasiopodomys,Lasiopodomys brandtii,F2,C1,3,3,1,A1,2,A1,F2,A1,1,2,2,3,3,0,2,1,0,0
2375,Mandarin Vole,Rodentia,Cricetidae,Lasiopodomys,Lasiopodomys mandarinus,F3,D1,1,2,0,D1,0,F3,F3,D1,1,2,3,4,3,NA,2,1,0,0
2376,Sagebrush Vole,Rodentia,Cricetidae,Lemmiscus,Lemmiscus curtatus,E1,A1,1,2,0,D1,0,E1,D1,NA,0,1,2,4,2,0,1,0,0,0
2377,Amur Lemming,Rodentia,Cricetidae,Lemmus,Lemmus amurensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
2378,Norway Lemming,Rodentia,Cricetidae,Lemmus,Lemmus lemmus,C5,A1,3,3,0,C5,0,G2,G2,NA,0,1,0,4,1,0,4,0,0,0
2379,Wrangel Island Lemming,Rodentia,Cricetidae,Lemmus,Lemmus portenkoi,B2,F1,3,3,0,F1,0,F3,F3,NA,0,1,2,NA,NA,NA,NA,1,0,0
2380,Siberian Lemming,Rodentia,Cricetidae,Lemmus,Lemmus sibiricus,C2,G2,3,3,0,NA,0,G2,G2,NA,0,1,0,NA,1,0,NA,1,0,0
2381,Nearctic Lemming,Rodentia,Cricetidae,Lemmus,Lemmus trimucronatus,C2,A1,3,3,0,G2,0,F3,C1,NA,0,1,3,4,1,1.6,NA,0,0,0
2382,Andean Rat,Rodentia,Cricetidae,Lenoxus,Lenoxus apicalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
2383,Southern Pericote,Rodentia,Cricetidae,Loxodontomys,Loxodontomys micropus,F2,A1,3,3,0,A1,0,F2,F2,1,1,2,3,1,NA,0,NA,1,0,0
2384,Pikumche Pericote,Rodentia,Cricetidae,Loxodontomys,Loxodontomys pikumche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2385,Lund's Amphibious Rat,Rodentia,Cricetidae,Lundomys,Lundomys molitor,F3,E2,3,2,0,F3,0,E2,E1,NA,0,1,0,1,1,0,NA,0,0,0
2386,Oaxacan Giant Deermouse,Rodentia,Cricetidae,Megadontomys,Megadontomys cryophilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
2387,Nelson's Giant Deermouse,Rodentia,Cricetidae,Megadontomys,Megadontomys nelsoni,F4,G2,3,4,0,A1,2,G2,1,NA,0,1,3,1,NA,0,NA,0,0,0
2388,Thomas' Giant Deermouse,Rodentia,Cricetidae,Megadontomys,Megadontomys thomasi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
2389,Dusky Rice Rat,Rodentia,Cricetidae,Melanomys,Melanomys caliginosus,F3,E3,3,2,0,F3,0,E3,E4,NA,0,1,3,NA,NA,0,NA,1,0,0
2390,Robust Dark Rice Rat,Rodentia,Cricetidae,Melanomys,Melanomys robustulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2391,Zuniga's Dark Rice Rat,Rodentia,Cricetidae,Melanomys,Melanomys zunigae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
2392,Golden Hamster,Rodentia,Cricetidae,Mesocricetus,Mesocricetus auratus,G2,A1,3,3,0,A1,0,G3,A1,NA,0,1,3,1,1,NA,2,0,0,0
2393,Brandt's Hamster,Rodentia,Cricetidae,Mesocricetus,Mesocricetus brandti,F2,A1,3,4,1,A1,0,D3,A1,NA,0,1,"1, 3",12,1,0,NA,1,0,0
2394,Romanian Hamster,Rodentia,Cricetidae,Mesocricetus,Mesocricetus newtoni,G1,F3,3,4,1,G1,0,D3,A1,NA,0,1,2,1,1,0,NA,0,0,0
2395,Ciscaucasian Hamster,Rodentia,Cricetidae,Mesocricetus,Mesocricetus raddei,F2,A1,3,4,1,A1,0,F2,F2,NA,0,1,0,4,1,0,NA,1,0,0
2396,Transitional Colilargo,Rodentia,Cricetidae,Microakodontomys,Microakodontomys transitorius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
2397,Highland Small Rice Rat,Rodentia,Cricetidae,Microryzomys,Microryzomys altissimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2398,Forest Small Rice Rat,Rodentia,Cricetidae,Microryzomys,Microryzomys minutus,F3,A1,1,2,0,A1,3,D2,C4,NA,0,1,2,1,1,0,NA,1,0,0
2399,Insular Vole,Rodentia,Cricetidae,Microtus,Microtus abbreviatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,0,0,0
2400,Field Vole,Rodentia,Cricetidae,Microtus,Microtus agrestis,F3,F2,1,3,0,A1,0,F2,F2,A1,1,2,3,4,1,8.59,4,1,0,0
2401,Anatolian Vole,Rodentia,Cricetidae,Microtus,Microtus anatolicus,D1,F2,3,3,0,A1,0,F2,F2,NA,0,1,3,3,NA,0,NA,1,0,0
2402,Common Vole,Rodentia,Cricetidae,Microtus,Microtus arvalis,F2,A1,1,2,0,A1,0,F2,E1,NA,0,1,3,32,1,16,4,1,0,0
2403,Bavarian Pine Vole,Rodentia,Cricetidae,Microtus,Microtus bavaricus,D2,C1,1,2,0,C1,2,C1,F4,A1,1,2,2,1,NA,NA,NA,1,NA,NA
2404,Calabria Pine Vole,Rodentia,Cricetidae,Microtus,Microtus brachycercus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
2405,Beach Vole,Rodentia,Cricetidae,Microtus,Microtus breweri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,4,0,0,0
2406,Cabrera's Vole,Rodentia,Cricetidae,Microtus,Microtus cabrerae,F2,A1,1,2,0,A1,0,F2,F2,A1,1,2,3,3,3,0,5,1,0,0
2407,Amargosa Vole,Rodentia,Cricetidae,Microtus,Microtus californicus,D2,B1,3,3,0,B1,0,D2,D2,C2,1,2,3,12,3,11,5,1,0,0
2408,Grey-Tailed Vole,Rodentia,Cricetidae,Microtus,Microtus canicaudus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,1,0,0
2409,Southern Rock Vole,Rodentia,Cricetidae,Microtus,Microtus chrotorrhinus,F2,D1,3,3,0,D1,0,F2,F3,C4,2,2,3,3,NA,NA,NA,1,0,0
2410,Clarke's Vole,Rodentia,Cricetidae,Microtus,Microtus clarkei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
2411,Daghestan Pine Vole,Rodentia,Cricetidae,Microtus,Microtus daghestanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2412,Do?ramaci's Vole,Rodentia,Cricetidae,Microtus,Microtus dogramacii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2413,Mediterranean Pine Vole,Rodentia,Cricetidae,Microtus,Microtus duodecimcostatus,F2,D1,1,2,0,D1,0,F2,F2,NA,0,1,2,NA,2,0,1,1,0,0
2414,Evoron Vole,Rodentia,Cricetidae,Microtus,Microtus evoronensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
2415,Balkan Pine Vole,Rodentia,Cricetidae,Microtus,Microtus felteni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2416,Reed Vole,Rodentia,Cricetidae,Microtus,Microtus fortis,F2,B1,1,3,0,B1,0,F2,E4,B1,1,2,"1, 3",4,NA,0,NA,1,0,0
2417,Pyrenean Pine Vole,Rodentia,Cricetidae,Microtus,Microtus gerbei,F2,A1,1,2,0,A1,3,G2,C1,NA,0,1,3,NA,3,0,NA,1,0,0
2418,Narrow-Headed Vole,Rodentia,Cricetidae,Microtus,Microtus gregalis,F2,F1,1,2,0,F1,0,F2,F1,F2,1,2,3,4,3,NA,NA,1,0,0
2419,Guatemalan Vole,Rodentia,Cricetidae,Microtus,Microtus guatemalensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
2420,Günther's Vole,Rodentia,Cricetidae,Microtus,Microtus guentheri,F2,A1,1,2,0,A1,0,F2,F2,NA,0,1,3,4,3,NA,1,1,0,0
2421,North Siberian Vole,Rodentia,Cricetidae,Microtus,Microtus hyperboreus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2422,Kazakhstan Vole,Rodentia,Cricetidae,Microtus,Microtus ilaeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,0,0
2423,Persian Vole,Rodentia,Cricetidae,Microtus,Microtus irani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,21.56,NA,1,0,0
2424,Taiwan Vole,Rodentia,Cricetidae,Microtus,Microtus kikuchii,G3,C1,1,2,0,C1,0,G3,G3,C1,1,2,3,2,2,16.76,1,0,0,0
2425,Southern Vole,Rodentia,Cricetidae,Microtus,Microtus levis,F2,D3,3,2,0,F2,0,D3,C3,NA,0,1,3,NA,NA,0,NA,1,NA,NA
2426,Liechtenstein's Pine Vole,Rodentia,Cricetidae,Microtus,Microtus liechtensteini,E2,NA,0,1,0,D1,0,E2,E3,E4,2,2,3,12,NA,0,NA,1,0,0
2427,Lacustrine Vole,Rodentia,Cricetidae,Microtus,Microtus limnophilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
2428,Long-Tailed Vole,Rodentia,Cricetidae,Microtus,Microtus longicaudus,F2,A1,1,2,0,A1,0,F2,F2,NA,0,1,3,1,NA,0,NA,1,0,0
2429,Lusitanian Pine Vole,Rodentia,Cricetidae,Microtus,Microtus lusitanicus,E2,D1,1,2,0,D1,0,E2,E2,NA,0,1,3,4,2,0,1,1,0,0
2430,Major's Pine Vole,Rodentia,Cricetidae,Microtus,Microtus majori,F2,D1,1,2,0,D1,0,F4,C4,NA,0,1,3,1,NA,0,NA,1,0,0
2431,Maximowicz's Vole,Rodentia,Cricetidae,Microtus,Microtus maximowiczii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,0,0
2432,Mexican Vole,Rodentia,Cricetidae,Microtus,Microtus mexicanus,F4,NA,0,1,0,C1,0,F4,F4,NA,0,1,3,4,NA,0,NA,1,0,0
2433,Middendorff's Vole,Rodentia,Cricetidae,Microtus,Microtus middendorffii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,0,0
2434,Singing Vole,Rodentia,Cricetidae,Microtus,Microtus miurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,1,0,0
2435,Mongolian Vole,Rodentia,Cricetidae,Microtus,Microtus mongolicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,1,0,0
2436,Montane Vole,Rodentia,Cricetidae,Microtus,Microtus montanus,F3,C1,1,2,0,B1,0,F3,F4,NA,0,1,3,4,1,1.91,9,1,0,0
2437,Japanese Grass Vole,Rodentia,Cricetidae,Microtus,Microtus montebelli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,0,0,0
2438,Muisk Vole,Rodentia,Cricetidae,Microtus,Microtus mujanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
2439,Alpine Pine Vole,Rodentia,Cricetidae,Microtus,Microtus multiplex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,1,1,0,0
2440,Nasarov's Vole,Rodentia,Cricetidae,Microtus,Microtus nasarovi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2441,Tarabundi Vole,Rodentia,Cricetidae,Microtus,Microtus oaxacensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2442,Prairie Vole,Rodentia,Cricetidae,Microtus,Microtus ochrogaster,F3,D1,1,2,0,D1,0,F3,E1,NA,0,1,3,4,2,0,1,1,0,0
2443,Tundra Vole,Rodentia,Cricetidae,Microtus,Microtus oeconomus,F4,B1,1,2,0,B1,0,F4,F4,A1,1,2,3,4,3,NA,9,1,0,0
2444,Creeping Vole,Rodentia,Cricetidae,Microtus,Microtus oregoni,F2,D1,1,2,0,D1,0,F2,1,NA,0,1,3,NA,NA,0,NA,1,0,0
2445,Kopetdag Pine Vole,Rodentia,Cricetidae,Microtus,Microtus paradoxus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,-28.29,NA,1,0,0
2446,Meadow Vole,Rodentia,Cricetidae,Microtus,Microtus pennsylvanicus,F5,C1,1,2,0,F5,0,E4,E5,NA,0,1,3,4,1,0,4,1,0,0
2447,Woodland Vole,Rodentia,Cricetidae,Microtus,Microtus pinetorum,F3,A1,1,2,0,A1,0,F3,F2,NA,0,1,2,3,2,0,1,1,0,0
2448,Qazvin Vole,Rodentia,Cricetidae,Microtus,Microtus qazvinensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2449,Jalapan Pine Vole,Rodentia,Cricetidae,Microtus,Microtus quasiater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2450,North American Water Vole,Rodentia,Cricetidae,Microtus,Microtus richardsoni,F4,B1,1,2,0,B1,0,F4,1,NA,0,1,3,1,1,0,2,1,0,0
2451,Sakhalin Vole,Rodentia,Cricetidae,Microtus,Microtus sachalinensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
2452,Savi's Pine Vole,Rodentia,Cricetidae,Microtus,Microtus savii,F2,A1,1,2,0,A1,0,F2,A1,F2,1,2,2,4,3,0,4,1,0,0
2453,Schelkovnikov's Pine Vole,Rodentia,Cricetidae,Microtus,Microtus schelkovnikovi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,1,1,0,0
2454,Schidlovsky Pine Vole,Rodentia,Cricetidae,Microtus,Microtus schidlovskii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2455,Social Vole,Rodentia,Cricetidae,Microtus,Microtus socialis,E4,F2,1,3,0,F2,0,E4,F2,NA,0,1,"1, 3",NA,3,23.44,1,1,0,0
2456,European Pine Vole,Rodentia,Cricetidae,Microtus,Microtus subterraneus,D2,F2,1,3,0,D2,0,D2,D2,A1,1,2,"1, 3",4,3,0,4,1,0,0
2457,Tatra Vole,Rodentia,Cricetidae,Microtus,Microtus tatricus,F2,C1,1,2,0,A1,0,F2,E3,A1,1,2,3,1,NA,20.32,NA,1,0,0
2458,Thomas' Pine Vole,Rodentia,Cricetidae,Microtus,Microtus thomasi,F3,A1,1,2,0,A1,0,F3,F3,NA,0,1,3,4,NA,0,NA,1,0,0
2459,Townsend's Vole,Rodentia,Cricetidae,Microtus,Microtus townsendii,F4,C1,1,2,0,C1,3,E4,E4,NA,0,1,3,4,NA,NA,5,1,0,0
2460,Baluchistan Vole,Rodentia,Cricetidae,Microtus,Microtus transcaspicus,F2,NA,0,1,0,NA,3,F5,C4,1,2,2,0,4,NA,6.86,NA,1,0,0
2461,Zempoaltepec Vole,Rodentia,Cricetidae,Microtus,Microtus umbrosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2462,Taiga Vole,Rodentia,Cricetidae,Microtus,Microtus xanthognathus,E2,E1,3,4,0,E1,0,E2,E4,NA,0,1,3,NA,3,0,2,1,0,0
2463,Hammond's Rice Rat,Rodentia,Cricetidae,Mindomys,Mindomys hammondi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
2464,Japanese Red-Backed Vole,Rodentia,Cricetidae,Myodes,Myodes andersoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2465,Western Red-Backed Vole,Rodentia,Cricetidae,Myodes,Myodes californicus,D2,F3,1,3,0,A1,2,A1,1,NA,0,1,"1, 3",1,1,0,NA,0,0,0
2466,Tien Shan Red-Backed Vole,Rodentia,Cricetidae,Myodes,Myodes centralis,F4,D2,1,2,0,D2,3,D3,E4,F1,1,2,1,12,NA,-6.96,NA,1,0,0
2467,Southern Red-Backed Vole,Rodentia,Cricetidae,Myodes,Myodes gapperi,D2,A1,1,3,0,G4,0,D2,D2,NA,0,1,"1, 3",4,1,0,4,0,0,0
2468,Bank Vole,Rodentia,Cricetidae,Myodes,Myodes glareolus,D2,A1,1,3,0,A1,0,F3,F4,A1,1,2,2,4,1,0,6,1,0,0
2469,Korean Red-Backed Vole,Rodentia,Cricetidae,Myodes,Myodes regulus,F2,A1,1,3,0,F2,0,G3,E4,NA,0,1,3,NA,NA,0,NA,0,0,0
2470,Hokkaido Red-Backed Vole,Rodentia,Cricetidae,Myodes,Myodes rex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2471,Grey Red-Backed Vole,Rodentia,Cricetidae,Myodes,Myodes rufocanus,B3,F3,1,2,0,A1,0,B3,B3,A1,1,2,"1, 3",4,1,0,4,1,0,0
2472,Northern Red-Backed Vole,Rodentia,Cricetidae,Myodes,Myodes rutilus,F3,D2,1,2,0,C1,0,D2,F3,C1,1,2,"1, 3",4,1,0,4,1,0,0
2473,Shanxi Red-Backed Vole,Rodentia,Cricetidae,Myodes,Myodes shanseius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
2474,Smith's Red-Backed Vole,Rodentia,Cricetidae,Myodes,Myodes smithii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,1,0,0
2475,Wood Lemming,Rodentia,Cricetidae,Myopus,Myopus schisticolor,B3,NA,0,1,0,F3,0,B3,E5,NA,0,1,0,1,1,-3.45,NA,0,0,0
2476,Dubost's Bristly Mouse,Rodentia,Cricetidae,Neacomys,Neacomys dubosti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2477,Guiana Bristly Mouse,Rodentia,Cricetidae,Neacomys,Neacomys guianae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,0,0
2478,Minute Bristly Mouse,Rodentia,Cricetidae,Neacomys,Neacomys minutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2479,Musser's Bristly Mouse,Rodentia,Cricetidae,Neacomys,Neacomys musseri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2480,Paracou Bristly Mouse,Rodentia,Cricetidae,Neacomys,Neacomys paracou,F5,A1,1,3,0,A1,3,F3,E4,A1,1,2,2,NA,NA,0,NA,1,0,0
2481,Painted Bristly Mouse,Rodentia,Cricetidae,Neacomys,Neacomys pictus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0
2482,Large Bristly Mouse,Rodentia,Cricetidae,Neacomys,Neacomys spinosus,F4,A1,1,3,0,A1,0,F4,C4,A1,1,2,2,1,1,0,NA,0,0,0
2483,Narrow-Footed Bristly Mouse,Rodentia,Cricetidae,Neacomys,Neacomys tenuipes,F4,G3,1,2,0,F2,0,F4,C4,NA,0,1,2,1,1,0,NA,0,0,0
2484,Pleasant Bolo Mouse,Rodentia,Cricetidae,Necromys,Necromys amoenus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,1,0,0
2485,Argentine Bolo Mouse,Rodentia,Cricetidae,Necromys,Necromys benefactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA
2486,Rufous-Bellied Bolo Mouse,Rodentia,Cricetidae,Necromys,Necromys lactens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,1,0,0
2487,Hairy-Tailed Bolo Mouse,Rodentia,Cricetidae,Necromys,Necromys lasiurus,F2,A1,3,3,0,A1,0,F1,C4,C2,1,2,1,4,1,0,NA,1,0,0
2488,Paraguayan Bolo Mouse,Rodentia,Cricetidae,Necromys,Necromys lenguarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
