,Common Name,Order,Family,Genus,Binomial,Pri Head Col,Sec Head Col,Head Pattern,Num Head Cols,Chest Bib,Sec Body Col,Rump Patch,Pri Rump Col,Pri Tail Col,Sec Tail Col,Tail Pattern,Num Tail Cols,Countershaded,Activity Cycle,Social Group Size,Dimorphism Magnitude,Mating System,Species Overlap,Head Dichromatism,Body Dichromatism
643,Long-Tailed Planigale,Dasyuromorphia,Dasyuridae,Planigale,Planigale ingrami,F1,A1,1,2,0,A1,0,F1,E1,NA,0,1,3,1,1,11.9,4,1,0,0
644,Common Planigale ,Dasyuromorphia,Dasyuridae,Planigale,Planigale maculata,F2,A1,1,2,0,A1,0,F2,E2,NA,0,1,3,1,NA,-1.97,NA,1,0,0
645,Papuan Planigale,Dasyuromorphia,Dasyuridae,Planigale,Planigale novaeguineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
646,Narrow-Nosed Planigale,Dasyuromorphia,Dasyuridae,Planigale,Planigale tenuirostris,F2,A1,1,2,0,A1,0,F2,F2,NA,0,1,2,1,1,22.7,NA,1,0,0
647,Sandstone Pseudantechinus,Dasyuromorphia,Dasyuridae,Pseudantechinus,Pseudantechinus bilarni,D2,G2,3,3,0,A1,0,F1,F3,NA,0,1,2,NA,NA,20,NA,1,0,0
648,Fat-Tailed Pseudantechinus,Dasyuromorphia,Dasyuridae,Pseudantechinus,Pseudantechinus macdonnellensis,F2,G2,3,3,0,A1,0,F2,F3,NA,0,1,3,4,NA,16.67,NA,0,0,0
649,Carpentarian Pseudantechinus ,Dasyuromorphia,Dasyuridae,Pseudantechinus,Pseudantechinus mimulus,D2,G2,3,3,0,F2,0,F2,F2,NA,0,1,3,1,NA,21.88,NA,1,0,0
650,Ningbing Pseudantechinus,Dasyuromorphia,Dasyuridae,Pseudantechinus,Pseudantechinus ningbing,F2,G2,3,3,0,A1,0,F2,F2,NA,0,1,3,NA,NA,28.57,NA,0,0,0
651,Rory's Pseudantechinus,Dasyuromorphia,Dasyuridae,Pseudantechinus,Pseudantechinus roryi,F2,G2,3,3,0,A1,0,F2,F2,F3,2,2,3,NA,NA,18.6,NA,1,0,0
652,Woolley's Pseudantechinus,Dasyuromorphia,Dasyuridae,Pseudantechinus,Pseudantechinus woolleyae,F2,G2,3,3,0,A1,0,F3,F3,NA,0,1,3,NA,NA,13.33,NA,1,0,0
653,Tasmanian Devil,Dasyuromorphia,Dasyuridae,Sarcophilus,Sarcophilus harrisii,C5,NA,0,1,1,NA,2,A1,C5,NA,0,1,0,1,1,30,4,0,0,0
654,Kangaroo Island Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis aitkeni,D2,A1,1,2,0,D3,0,D3,C2,NA,0,1,3,NA,NA,80,NA,1,0,0
655,Chestnut Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis archeri,D2,A1,3,3,0,A1,0,D2,C2,NA,0,1,2,NA,NA,NA,NA,1,0,0
656,Kakadu Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis bindi,D2,A1,1,2,0,A1,0,D2,1,NA,0,1,3,NA,NA,14.29,NA,1,0,0
657,Butler's Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis butleri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
658,Fat-Tailed Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis crassicaudata,F1,A1,1,2,0,A1,0,F1,C2,NA,0,1,2,1,NA,0,NA,1,0,0
659,Little Long-Tailed Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis dolichura,D2,A1,1,2,0,A1,0,D2,1,NA,0,1,2,1,NA,0,NA,1,0,0
660,Julia Creek Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis douglasi,G2,A1,2,3,0,F3,0,D2,1,NA,0,1,3,1,NA,20,NA,1,0,0
661,Sooty Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis fuliginosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
662,Gilbert's Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis gilberti,D2,A1,1,2,0,A1,0,C3,C2,NA,0,1,2,1,NA,0,NA,1,0,0
663,White-Tailed Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis granulipes,D1,NA,0,1,0,A1,0,D1,1,NA,0,1,1,NA,NA,0,NA,1,0,0
664,Grey-Bellied Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis griseoventer,D2,NA,0,1,0,C1,0,D2,C1,NA,0,1,2,1,NA,14.71,4,1,0,0
665,Greater Hairy-Footed Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis hirtipes,F1,A1,3,3,0,A1,0,F2,1,NA,0,1,2,1,NA,0,NA,1,0,0
666,White-Footed Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis leucopus,F2,A1,1,2,0,A1,0,F2,1,NA,0,1,2,1,NA,33.33,NA,1,0,0
667,Greater Long-Tailed Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis longicaudata,D2,NA,0,1,0,F1,0,D2,E2,NA,0,1,2,1,NA,0,NA,1,0,0
668,Stripe-Faced Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis macroura,F1,D2,2,2,0,F1,0,D2,C3,F2,1,2,3,1,3,0,NA,1,0,0
669,Common Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis murina,D2,A1,3,3,0,A1,0,D2,E1,NA,0,1,2,1,1,37.5,NA,1,0,0
670,Ooldea Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis ooldea,D2,A1,1,2,0,A1,0,D2,1,NA,0,1,2,NA,NA,13.04,NA,1,0,0
671,Sandhill Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis psammophila,D2,D3,3,3,0,F1,0,D2,D2,NA,0,1,2,1,NA,0,NA,1,0,0
672,Red-Cheeked Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis virginiae,G2,D3,2,2,0,F2,0,D3,1,NA,0,1,1,NA,NA,71.15,NA,1,0,0
673,Lesser Hairy-Footed Dunnart,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis youngsoni,F2,A1,1,2,0,A1,0,F2,E1,NA,0,1,2,1,1,0,NA,1,0,0
674,Numbat,Dasyuromorphia,Myrmecobiidae,Myrmecobius,Myrmecobius fasciatus,F5,C5,3,3,1,D5,3,B4,B4,F4,2,2,2,3,1,21.05,2,0,0,0
675,Philippine Colugo,Dermoptera,Cynocephalidae,Cynocephalus,Cynocephalus volans,E3,NA,0,1,0,NA,0,E3,NA,NA,NA,NA,0,1,2,NA,2,0,1,1
676,Sunda Colugo,Dermoptera,Cynocephalidae,Galeopterus,Galeopterus variegatus,D2,NA,0,1,0,A1,0,D2,NA,NA,NA,NA,0,1,2,NA,2,0,1,1
677,Central American Woolly Opossum,Didelphimorphia,Didelphidae,Caluromys,Caluromys derbianus,C2,F4,2,2,0,D1,0,G3,1,F2,6,3,1,1,1,0,2,1,0,0
678,Brown-Eared Woolly Opossum,Didelphimorphia,Didelphidae,Caluromys,Caluromys lanatus,C1,F4,3,3,0,C1,0,G3,G3,C1,2,3,1,1,1,0,NA,1,0,0
679,Bare-Tailed Woolly Opossum,Didelphimorphia,Didelphidae,Caluromys,Caluromys philander,F2,G2,1,2,0,G1,0,G2,A1,E4,2,3,2,1,1,NA,NA,1,0,0
680,Black-Shouldered Opossum,Didelphimorphia,Didelphidae,Caluromysiops,Caluromysiops irrupta,C2,NA,0,1,0,C5,0,C2,C2,C4,2,4,0,1,1,0,NA,0,0,0
681,Chacoan Pygmy Opossum,Didelphimorphia,Didelphidae,Chacodelphys,Chacodelphys formosa,F2,C5,3,3,0,A1,0,F2,E2,NA,0,1,3,1,NA,0,NA,0,0,0
682,Water Opossum,Didelphimorphia,Didelphidae,Chironectes,Chironectes minimus,C5,A1,1,3,0,A1,0,C5,C5,A1,2,2,2,1,1,NA,4,0,0,0
683,Agricola's Gracile Opossum,Didelphimorphia,Didelphidae,Cryptonanus,Cryptonanus agricolai,F2,C4,3,2,0,A1,0,F2,C4,NA,0,1,3,NA,NA,0,NA,1,0,0
684,Chacoan Mouse Opossum,Didelphimorphia,Didelphidae,Cryptonanus,Cryptonanus chacoensis,F2,C5,3,2,0,A1,0,F2,E2,NA,0,1,2,1,3,0,NA,1,0,0
685,Guaiba Mouse Opossum,Didelphimorphia,Didelphidae,Cryptonanus,Cryptonanus guahybae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
686,Unduavi Mouse Opossum,Didelphimorphia,Didelphidae,Cryptonanus,Cryptonanus unduaviensis,F3,A1,3,3,0,A1,0,F3,1,NA,0,1,2,NA,NA,0,NA,1,0,0
687,White-Eared Opossum,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,A1,C5,2,2,0,B1,0,C3,C5,A1,2,2,1,1,1,NA,2,1,0,0
688,Brazilian Common Opossum,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,G2,F5,2,2,0,G2,0,B4,E4,1,2,2,2,1,1,NA,4,1,0,0
689,Guianan White-Eared Opossum,Didelphimorphia,Didelphidae,Didelphis,Didelphis imperfecta,A1,C5,2,2,0,A1,0,B3,C5,1,2,2,2,1,1,0,2,1,0,0
690,Common Opossum,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,A1,NA,0,1,0,A1,0,C3,C4,A1,2,2,2,1,1,NA,2,1,0,0
691,Andean White-Eared Opossum,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra,A1,C5,2,2,0,NA,0,B4,C5,1,2,2,0,1,1,0,2,1,0,0
692,Virginia Opossum,Didelphimorphia,Didelphidae,Didelphis,Didelphis virginiana,A1,NA,0,1,0,NA,0,D1,C5,1,2,2,0,1,1,47.4,2,1,0,0
693,Bushy-Tailed Opossum,Didelphimorphia,Didelphidae,Glironia,Glironia venusta,A1,E5,2,2,0,F2,0,F3,F3,A1,2,2,3,1,1,0,NA,0,0,0
694,Aceramarca Gracile Mouse Opossum,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus aceramarcae,F3,D1,3,3,0,A1,0,F3,E4,NA,0,1,2,1,1,0,2,1,0,0
695,Agile Gracile Opossum,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus agilis,F2,G1,3,3,0,G1,0,F2,1,NA,0,1,2,1,1,NA,2,1,0,0
696,Wood Sprite Gracile Mouse Opossum,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus dryas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,1,0,0
697,Emilia's Gracile Mouse Opossum,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus emiliae,F3,C5,3,3,0,A1,0,F3,E2,NA,0,1,3,1,1,0,2,1,0,0
698,Northern Gracile Mouse Opossum,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus marica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,1,0,0
699,Brazilian Gracile Mouse Opossum,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus microtarsus,F2,C5,3,3,0,A1,0,F2,E2,NA,0,1,3,1,1,0,2,1,0,0
700,Peruvian Gracile Mouse Opossum,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus peruanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,Kalinowski's Mouse Opossum,Didelphimorphia,Didelphidae,Hyladelphys,Hyladelphys kalinowskii,F2,C5,3,4,0,A1,0,F2,E2,NA,0,1,2,1,NA,0,NA,0,0,0
702,Patagonian Opossum,Didelphimorphia,Didelphidae,Lestodelphys,Lestodelphys halli,A1,D2,1,2,0,A1,0,F2,C4,NA,0,1,2,1,1,0,NA,0,0,0
703,Big Lutrine Opossum,Didelphimorphia,Didelphidae,Lutreolina,Lutreolina crassicaudata,E2,G2,1,3,0,G1,0,F3,F3,E5,2,3,2,1,1,NA,2,0,0,0
704,Massoia's Lutrine Opossum,Didelphimorphia,Didelphidae,Lutreolina,Lutreolina massoia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0,NA,0,0,0
705,Alston's Woolly Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa alstoni,F3,G1,3,3,0,G1,0,F3,E4,1,2,2,2,1,NA,0,NA,1,0,0
706,Anderson's Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa andersoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,0,0
707,White-Bellied Woolly Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa constantiae,G1,D2,3,3,0,G1,0,D2,E4,A1,2,2,2,1,NA,0,0,1,0,0
708,North-Eastern Woolly Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa demerarae,F2,C5,3,3,0,F1,0,E1,E3,1,2,2,2,1,1,0,NA,1,0,0
709,Little Rufous Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa lepida,F3,A1,3,3,0,G2,3,E1,C4,NA,0,1,2,1,NA,0,NA,1,0,0
710,Mexican Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa mexicana,F3,G1,3,4,0,A1,3,E1,C2,NA,0,1,2,1,1,33.55,NA,1,0,0
711,Linnaeus' Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,F2,A1,3,4,0,A1,0,F2,E2,NA,0,1,2,1,1,0,NA,1,0,0
712,South-Eastern Woolly Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa paraguayanus,G2,D2,3,3,0,G1,0,D2,C4,1,2,2,3,1,NA,0,4,1,0,0
713,Little Woolly Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa phaea,E1,E4,3,3,0,G1,0,E1,E2,1,2,2,3,1,NA,0,NA,1,0,0
714,Quechuan Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa quichua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
715,Short-Furred Woolly Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa regina,E2,E4,3,3,0,F1,0,E2,E2,A1,2,2,2,1,NA,0,NA,1,0,0
716,Robinson's Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa robinsoni,F3,C5,3,3,0,F1,0,F3,E2,NA,0,1,3,1,1,69.32,NA,1,0,0
717,Red Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa rubra,G1,G4,3,4,0,G2,0,G4,E2,NA,0,1,2,1,1,0,NA,1,0,0
718,Tyler's Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa tyleriana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
719,Dryland Mouse Opossum,Didelphimorphia,Didelphidae,Marmosa,Marmosa xerophila,F2,A1,3,3,0,A1,0,F2,E2,NA,0,1,3,1,1,47.67,NA,1,0,0
720,Bishop's Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops bishopi,F2,A1,3,3,0,E1,0,E1,1,NA,0,1,3,NA,NA,0,NA,1,0,0
721,Slim-Faced Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops cracens,D2,A1,3,3,0,A1,0,D2,C4,1,1,2,2,1,NA,0,NA,0,0,0
722,Creighton's Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops creightoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
723,Grey-Bellied Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops fuscatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
724,Handley's Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops handleyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
725,Andean Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops impavidus,F2,E5,3,3,0,F3,0,F3,E4,NA,0,1,2,1,NA,0,NA,1,0,0
726,Grey Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops incanus,D2,A1,3,3,0,A1,0,D2,C2,NA,0,1,2,1,NA,79.35,NA,1,1,2
727,Slaty Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops invictus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
728,Junin Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops juninensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
729,Neblina Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops neblina,E3,A1,3,3,0,B1,0,E3,E4,NA,0,1,2,1,NA,NA,NA,1,0,0
730,White-Bellied Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops noctivagus,F2,E5,3,3,0,A1,0,F3,C4,NA,0,1,3,1,1,0,NA,1,0,0
731,Spectacled Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops ocellatus,D2,A1,3,3,0,A1,0,D2,C4,NA,0,1,3,1,NA,NA,NA,1,0,0
732,Pantepui Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops pakaraimae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
733,Delicate Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops parvidens,F2,A1,3,3,0,A1,0,F3,C4,NA,0,1,2,1,1,0,NA,1,0,0
734,Brazilian Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops paulensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42.86,NA,1,0,0
735,Pinheiro's Slender Opossum,Didelphimorphia,Didelphidae,Marmosops,Marmosops pinheiroi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
736,Brown Four-Eyed Opossum,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,E4,G1,3,3,0,A1,0,F3,C4,NA,0,1,3,1,1,NA,NA,0,0,0
737,Sepia Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis adusta,F4,F1,1,2,0,F1,0,F4,E4,NA,0,1,3,1,1,NA,NA,1,0,0
738,Northern Three-Striped Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis americana,G3,NA,0,1,0,F5,0,G3,E1,NA,0,1,0,3,NA,0,NA,1,0,0
739,Arlindo's Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis arlindoi,G4,D2,2,2,0,D2,0,D2,G4,F1,1,2,"1, 3",NA,NA,10.85,NA,1,0,0
740,Guyanan Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis brevicaudata,G3,B3,2,2,0,B3,0,B3,E4,NA,0,1,"1, 3",3,1,50.38,2,1,0,0
741,Southern Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis dimidiata,G3,B3,1,2,0,G2,0,B3,E1,NA,0,1,2,3,NA,60,NA,1,0,0
742,Grey Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,C3,A1,1,3,0,A1,0,C3,C4,NA,0,1,2,12,1,NA,4,1,0,0
743,Emilia's Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis emiliae,F2,F1,1,2,0,G3,3,F3,E4,NA,0,1,0,1,NA,0,NA,1,0,0
744,Gardner's Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis gardneri,F3,A1,1,2,0,F5,0,F3,C4,NA,0,1,0,NA,NA,NA,NA,1,0,0
745,Amazonian Red-Sided Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis glirina,B3,G3,1,3,0,B3,0,G3,E4,NA,0,1,"1, 3",NA,1,55.2,NA,1,0,0
746,Handley's Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis handleyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
747,Ihering's Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis iheringi,G3,F2,1,3,0,F5,0,F3,E1,NA,0,1,0,1,NA,0,NA,1,0,0
748,Pygmy Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis kunsi,E2,NA,0,1,0,NA,0,E2,E1,NA,0,1,0,1,1,0,NA,1,0,0
749,Marajó Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis maraxina,D2,NA,0,1,0,F1,0,D2,E1,NA,0,1,2,1,NA,0,NA,1,NA,NA
750,Osgood's Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis osgoodi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
751,Hooded Red-Sided Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis palliolata,D2,G3,1,2,0,D2,0,D2,C4,NA,0,1,0,2,NA,63.16,2,1,0,0
752,Peruvian Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis peruviana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
753,Reig's Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis reigi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
754,Ronald's Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis ronaldi,E2,NA,0,1,0,NA,0,E3,E4,NA,0,1,0,NA,NA,0,NA,1,0,0
755,Chestnut-Striped Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis rubida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,NA,NA
756,Santa Rosa Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis sanctaerosae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
757,Long-Nosed Short-Tailed Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis scalops,G3,NA,0,1,0,D2,0,F3,E4,NA,0,1,0,4,NA,0,NA,1,0,0
758,Southern Three-Striped Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis theresa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,NA,NA
759,Faint-Striped Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis umbristriatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
760,One-Striped Opossum,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis unistriatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0
761,Anderson's Four-Eyed Opossum,Didelphimorphia,Didelphidae,Philander,Philander andersoni,C5,G1,3,2,0,C5,0,B4,B4,E1,2,2,3,1,1,NA,NA,1,0,0
762,Deltaic Four-Eyed Opossum,Didelphimorphia,Didelphidae,Philander,Philander deltae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,0,0
763,South-Eastern Four-Eyed Opossum,Didelphimorphia,Didelphidae,Philander,Philander frenatus,C4,F1,3,2,0,F1,0,C4,C4,A1,2,2,3,1,1,0,NA,0,0,0
764,McIlhenny's Four-Eyed Opossum,Didelphimorphia,Didelphidae,Philander,Philander mcilhennyi,C5,A1,3,3,0,NA,0,C5,C5,C2,2,3,0,1,1,0,NA,1,0,0
765,Mondolfi's Four-Eyed Opossum,Didelphimorphia,Didelphidae,Philander,Philander mondolfii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
766,Olrog's Four-Eyed Opossum,Didelphimorphia,Didelphidae,Philander,Philander olrogi,C4,D1,3,2,0,D1,0,C4,C4,C5,2,3,3,1,1,0,NA,1,0,0
767,Grey Four-Eyed Opossum,Didelphimorphia,Didelphidae,Philander,Philander opossum,C4,A1,3,3,0,A1,0,C3,C4,A1,2,2,2,1,1,NA,2,1,0,0
768,Cinderella Fat-Tailed Mouse Opossum,Didelphimorphia,Didelphidae,Thylamys,Thylamys cinderella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
769,Mesopotamian Fat-Tailed Mouse Opossum,Didelphimorphia,Didelphidae,Thylamys,Thylamys citellus,C2,A1,3,3,0,A1,0,E2,C4,C2,6,3,2,NA,NA,0,NA,1,0,0
770,Elegant Fat-Tailed Mouse Opossum,Didelphimorphia,Didelphidae,Thylamys,Thylamys elegans,D2,A1,3,3,0,A1,0,D3,C2,NA,0,1,2,1,1,0,NA,0,0,0
771,Fenestra's Fat-Tailed Mouse Opossum,Didelphimorphia,Didelphidae,Thylamys,Thylamys fenestrae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
772,Karimi's Fat-Tailed Mouse Opossum,Didelphimorphia,Didelphidae,Thylamys,Thylamys karimii,F1,A1,3,3,0,A1,0,F2,C4,NA,0,1,2,1,1,0,NA,1,0,0
773,Paraguayan Fat-Tailed Mouse Opossum,Didelphimorphia,Didelphidae,Thylamys,Thylamys macrurus,C3,G1,1,2,0,G1,0,C3,1,NA,0,1,2,1,NA,NA,NA,0,0,0
774,Pallid Fat-Tailed Mouse Opossum,Didelphimorphia,Didelphidae,Thylamys,Thylamys pallidior,B1,C2,1,2,0,A1,0,C2,1,NA,0,1,1,1,1,0,NA,1,0,0
775,Chaco Fat-Tailed Opossum,Didelphimorphia,Didelphidae,Thylamys,Thylamys pulchellus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
776,Small Fat-Tailed Opossum,Didelphimorphia,Didelphidae,Thylamys,Thylamys pusillus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,0,0
777,Argentine Fat-Tailed Opossum,Didelphimorphia,Didelphidae,Thylamys,Thylamys sponsorius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,0,0
778,Tate's Fat-Tailed Mouse Opossum ,Didelphimorphia,Didelphidae,Thylamys,Thylamys tatei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,0,0
779,Dwarf Fat-Tailed Mouse Opossum,Didelphimorphia,Didelphidae,Thylamys,Thylamys velutinus,F2,A1,3,3,0,A1,0,F2,1,NA,0,1,2,1,1,0,NA,1,0,0
